InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,MajorCategory,MinorCategory,OrderValue
11005,S743,Bed,1,2024-01-26,26457,412,UK,Furniture,Bedroom,26457
11006,S830,Sofa,2,2024-03-07,16558,886,USA,Furniture,LivingRoom,33116
11007,S852,Wardrobe,4,2024-04-21,31550,236,UK,Furniture,Bedroom,126200
11008,S476,Coat,2,2024-02-23,5731,286,Germany,Clothing,Outerwear,11462
11009,S726,Mouse,1,2024-03-23,36803,741,USA,Electronics,Accessories,36803
11010,S272,Shoes,3,2024-04-19,46157,150,Germany,Clothing,Footwear,138471
11011,S274,Wardrobe,2,2024-02-17,6036,680,India,Furniture,Bedroom,12072
11012,S830,Sandals,4,2024-01-29,7966,308,USA,Clothing,Footwear,31864
11013,S976,Speaker,4,2024-02-25,8732,311,Canada,Electronics,Entertainment,34928
11014,S911,Jacket,4,2024-02-22,12020,249,India,Clothing,Outerwear,48080
11015,S354,TV,5,2024-04-26,29755,478,Canada,Electronics,Entertainment,148775
11016,S992,Bed,1,2024-01-18,30928,431,Germany,Furniture,Bedroom,30928
11017,S362,Desk,4,2024-03-17,48441,174,India,Furniture,Office,193764
11018,S462,Sofa,3,2024-03-01,15590,720,Canada,Furniture,LivingRoom,46770
11019,S490,Sofa,3,2024-03-20,33265,409,Germany,Furniture,LivingRoom,99795
11020,S283,DiningTable,5,2024-03-15,2895,366,USA,Furniture,Dining,14475
11021,S424,Wardrobe,4,2024-01-12,8845,827,Canada,Furniture,Bedroom,35380
11022,S230,Keyboard,1,2024-01-06,20730,611,UK,Electronics,Accessories,20730
11023,S369,DiningChair,3,2024-04-22,59365,727,UK,Furniture,Dining,178095
11024,S603,DiningChair,2,2024-04-04,20879,882,USA,Furniture,Dining,41758
11025,S335,Bed,2,2024-01-07,9940,287,India,Furniture,Bedroom,19880
11026,S606,TV,4,2024-01-15,28801,141,Germany,Electronics,Entertainment,115204
11027,S837,Refrigerator,4,2024-04-18,7572,987,USA,Electronics,Appliances,30288
11028,S284,Jacket,2,2024-02-06,57096,954,USA,Clothing,Outerwear,114192
11029,S885,DiningTable,5,2024-03-08,470,684,USA,Furniture,Dining,2350
11030,S436,Laptop,4,2024-01-13,44561,126,UK,Electronics,Computers,178244
11031,S208,CoffeeTable,3,2024-04-28,38888,957,UK,Furniture,LivingRoom,116664
11032,S775,T-shirt,4,2024-03-31,54640,591,Germany,Clothing,Tops,218560
11033,S737,DiningTable,3,2024-03-24,3073,563,UK,Furniture,Dining,9219
11034,S389,Chair,1,2024-03-23,52730,430,India,Furniture,Office,52730
11035,S282,CoffeeTable,1,2024-02-02,26339,345,Germany,Furniture,LivingRoom,26339
11036,S512,T-shirt,2,2024-04-09,25660,391,USA,Clothing,Tops,51320
11037,S417,Coat,4,2024-04-13,48427,801,Canada,Clothing,Outerwear,193708
11038,S601,Jacket,3,2024-01-26,33797,556,Germany,Clothing,Outerwear,101391
11039,S930,Speaker,1,2024-02-24,49777,477,Canada,Electronics,Entertainment,49777
11040,S449,Sandals,1,2024-03-06,2850,574,USA,Clothing,Footwear,2850
11041,S637,Desk,5,2024-03-23,41458,185,UK,Furniture,Office,207290
11042,S230,Microwave,4,2024-01-20,19886,800,UK,Electronics,Appliances,79544
11043,S178,Sandals,5,2024-03-11,3327,146,Canada,Clothing,Footwear,16635
11044,S837,Sandals,1,2024-03-25,30651,682,UK,Clothing,Footwear,30651
11045,S858,TV,5,2024-01-15,1266,777,Germany,Electronics,Entertainment,6330
11046,S997,Trousers,1,2024-02-23,5658,821,UK,Clothing,Bottoms,5658
11047,S449,Refrigerator,5,2024-02-03,53142,992,USA,Electronics,Appliances,265710
11048,S789,Jeans,5,2024-04-21,17194,208,Germany,Clothing,Bottoms,85970
11049,S275,Sofa,4,2024-01-02,7846,771,Germany,Furniture,LivingRoom,31384
11050,S731,Refrigerator,3,2024-04-14,40733,469,Germany,Electronics,Appliances,122199
11051,S214,Laptop,2,2024-01-25,1109,935,India,Electronics,Computers,2218
11052,S248,Chair,2,2024-03-24,31730,765,USA,Furniture,Office,63460
11053,S251,Mouse,3,2024-02-29,50644,585,Germany,Electronics,Accessories,151932
11054,S555,T-shirt,2,2024-03-30,48616,596,Germany,Clothing,Tops,97232
11055,S949,Shoes,2,2024-03-13,19522,953,Germany,Clothing,Footwear,39044
11056,S830,Jacket,1,2024-04-18,41514,542,Germany,Clothing,Outerwear,41514
11057,S625,TV,4,2024-03-03,26393,705,Canada,Electronics,Entertainment,105572
11058,S532,Bed,1,2024-01-03,34823,690,UK,Furniture,Bedroom,34823
11059,S219,CoffeeTable,4,2024-03-01,58470,606,Canada,Furniture,LivingRoom,233880
11060,S394,DiningChair,4,2024-01-21,1563,843,USA,Furniture,Dining,6252
11061,S701,Speaker,2,2024-01-29,33468,801,UK,Electronics,Entertainment,66936
11062,S499,Bed,3,2024-04-01,47582,526,UK,Furniture,Bedroom,142746
11063,S867,Headphones,2,2024-03-29,18711,188,Germany,Electronics,Accessories,37422
11064,S203,Jeans,2,2024-03-03,39898,912,Germany,Clothing,Bottoms,79796
11065,S118,TV,2,2024-01-07,36692,467,UK,Electronics,Entertainment,73384
11066,S165,Mouse,5,2024-04-13,2295,445,Germany,Electronics,Accessories,11475
11067,S364,Jeans,5,2024-03-03,14886,448,UK,Clothing,Bottoms,74430
11068,S206,Jacket,5,2024-03-26,39802,823,India,Clothing,Outerwear,199010
11069,S724,Microwave,1,2024-03-19,51426,900,India,Electronics,Appliances,51426
11070,S991,Sofa,2,2024-01-16,41482,310,UK,Furniture,LivingRoom,82964
11071,S991,Coat,5,2024-04-03,32862,201,USA,Clothing,Outerwear,164310
11072,S306,DiningChair,2,2024-04-18,8259,549,Germany,Furniture,Dining,16518
11073,S275,Trousers,3,2024-03-05,18992,187,UK,Clothing,Bottoms,56976
11074,S871,Refrigerator,2,2024-04-06,10135,642,Germany,Electronics,Appliances,20270
11075,S569,Trousers,4,2024-04-24,27024,972,Canada,Clothing,Bottoms,108096
11076,S110,DiningTable,4,2024-04-08,9741,834,Canada,Furniture,Dining,38964
11077,S268,Shirt,3,2024-04-08,26522,544,India,Clothing,Tops,79566
11078,S830,Laptop,5,2024-03-21,3988,918,Canada,Electronics,Computers,19940
11079,S838,Refrigerator,5,2024-02-08,57448,860,UK,Electronics,Appliances,287240
11080,S250,Desktop,5,2024-04-27,40203,817,Germany,Electronics,Computers,201015
11081,S767,Headphones,5,2024-03-20,51864,552,UK,Electronics,Accessories,259320
11082,S650,Bed,3,2024-01-05,5723,442,Germany,Furniture,Bedroom,17169
11083,S665,Desk,2,2024-03-06,6283,419,Canada,Furniture,Office,12566
11084,S652,Mouse,1,2024-04-11,58547,706,UK,Electronics,Accessories,58547
11085,S161,Coat,5,2024-04-03,7437,961,UK,Clothing,Outerwear,37185
11086,S227,TV,1,2024-03-24,49781,559,UK,Electronics,Entertainment,49781
11087,S863,CoffeeTable,3,2024-04-13,15672,695,Canada,Furniture,LivingRoom,47016
11088,S903,Desk,3,2024-03-26,18847,934,Canada,Furniture,Office,56541
11089,S207,Desk,5,2024-02-01,48533,435,Canada,Furniture,Office,242665
11090,S828,Desk,4,2024-01-19,6621,535,Germany,Furniture,Office,26484
11091,S587,T-shirt,4,2024-01-17,58429,319,Germany,Clothing,Tops,233716
11092,S897,Coat,5,2024-03-07,36832,504,UK,Clothing,Outerwear,184160
11093,S601,Wardrobe,4,2024-04-29,45355,849,Germany,Furniture,Bedroom,181420
11094,S232,Jeans,4,2024-02-28,46805,821,Canada,Clothing,Bottoms,187220
11095,S864,Sofa,4,2024-01-05,31221,260,Canada,Furniture,LivingRoom,124884
11096,S685,Desktop,1,2024-02-17,8121,396,India,Electronics,Computers,8121
11097,S410,Chair,3,2024-02-17,20183,401,Germany,Furniture,Office,60549
11098,S412,Jeans,5,2024-01-07,27840,390,USA,Clothing,Bottoms,139200
11099,S169,Shoes,1,2024-02-14,36083,991,India,Clothing,Footwear,36083
11100,S445,Refrigerator,5,2024-04-25,29846,900,Germany,Electronics,Appliances,149230
11101,S879,Mouse,5,2024-02-28,41911,560,Germany,Electronics,Accessories,209555
11102,S519,Jacket,5,2024-03-20,43748,496,USA,Clothing,Outerwear,218740
11103,S761,TV,4,2024-02-05,48428,190,USA,Electronics,Entertainment,193712
11104,S759,CoffeeTable,5,2024-01-16,42481,672,India,Furniture,LivingRoom,212405
11105,S587,Hoodie,5,2024-04-06,12612,614,India,Clothing,Tops,63060
11106,S351,Jeans,3,2024-01-27,51760,949,Canada,Clothing,Bottoms,155280
11107,S603,Desktop,4,2024-01-06,38793,982,India,Electronics,Computers,155172
11108,S640,Microwave,4,2024-04-20,1776,424,Germany,Electronics,Appliances,7104
11109,S392,Laptop,1,2024-01-22,35706,247,USA,Electronics,Computers,35706
11110,S273,Laptop,3,2024-03-27,26891,160,Canada,Electronics,Computers,80673
11111,S201,Mouse,1,2024-02-19,19731,427,USA,Electronics,Accessories,19731
11112,S223,Speaker,4,2024-04-25,54446,153,USA,Electronics,Entertainment,217784
11113,S494,Trousers,5,2024-03-05,49508,217,UK,Clothing,Bottoms,247540
11114,S595,Coat,5,2024-01-09,26878,129,Germany,Clothing,Outerwear,134390
11115,S791,Chair,3,2024-03-16,36511,203,USA,Furniture,Office,109533
11116,S185,Desk,5,2024-02-27,26856,966,Canada,Furniture,Office,134280
11117,S351,Trousers,5,2024-04-10,11222,650,Germany,Clothing,Bottoms,56110
11118,S949,Bed,1,2024-02-29,53457,735,UK,Furniture,Bedroom,53457
11119,S712,Chair,1,2024-02-04,31800,356,Germany,Furniture,Office,31800
11120,S265,Headphones,5,2024-01-06,18636,856,Canada,Electronics,Accessories,93180
11121,S225,CoffeeTable,1,2024-03-30,26106,950,USA,Furniture,LivingRoom,26106
11122,S921,DiningChair,2,2024-03-05,40206,425,UK,Furniture,Dining,80412
11123,S429,DiningChair,3,2024-03-25,16317,449,USA,Furniture,Dining,48951
11124,S102,TV,2,2024-04-28,42565,723,Germany,Electronics,Entertainment,85130
11125,S813,Hoodie,2,2024-03-12,27277,820,Germany,Clothing,Tops,54554
11126,S952,Laptop,5,2024-04-24,2228,935,Germany,Electronics,Computers,11140
11127,S466,CoffeeTable,4,2024-03-17,54428,496,USA,Furniture,LivingRoom,217712
11128,S297,Sofa,4,2024-04-29,24479,555,India,Furniture,LivingRoom,97916
11129,S935,Shirt,3,2024-01-12,12750,728,UK,Clothing,Tops,38250
11130,S387,Chair,4,2024-01-05,23989,604,Canada,Furniture,Office,95956
11131,S384,T-shirt,4,2024-04-21,7470,682,Canada,Clothing,Tops,29880
11132,S679,Headphones,2,2024-04-04,43443,788,Canada,Electronics,Accessories,86886
11133,S166,Chair,5,2024-04-05,8604,230,UK,Furniture,Office,43020
11134,S123,Desk,2,2024-03-27,55752,809,Canada,Furniture,Office,111504
11135,S789,DiningChair,1,2024-03-23,28191,765,India,Furniture,Dining,28191
11136,S630,Refrigerator,3,2024-03-28,8176,577,Germany,Electronics,Appliances,24528
11137,S530,Laptop,1,2024-04-27,18414,645,Germany,Electronics,Computers,18414
11138,S685,Desktop,2,2024-01-11,22135,927,India,Electronics,Computers,44270
11139,S268,Desk,1,2024-01-26,16582,437,UK,Furniture,Office,16582
11140,S124,T-shirt,4,2024-04-13,28508,706,UK,Clothing,Tops,114032
11141,S952,Mouse,4,2024-02-13,15821,155,UK,Electronics,Accessories,63284
11142,S882,Chair,5,2024-02-26,40803,197,Germany,Furniture,Office,204015
11143,S420,Sofa,1,2024-02-18,2385,968,India,Furniture,LivingRoom,2385
11144,S741,Shirt,1,2024-03-19,19957,542,India,Clothing,Tops,19957
11145,S490,Hoodie,1,2024-04-18,19527,511,India,Clothing,Tops,19527
11146,S738,Bed,5,2024-03-25,51807,110,Germany,Furniture,Bedroom,259035
11147,S447,Refrigerator,5,2024-01-13,40781,766,India,Electronics,Appliances,203905
11148,S709,TV,1,2024-01-02,6929,830,India,Electronics,Entertainment,6929
11149,S531,Chair,5,2024-02-15,16995,592,Canada,Furniture,Office,84975
11150,S161,Mouse,2,2024-01-06,52433,230,UK,Electronics,Accessories,104866
11151,S654,Wardrobe,3,2024-04-23,38451,894,USA,Furniture,Bedroom,115353
11152,S477,Sandals,5,2024-02-07,22672,108,Canada,Clothing,Footwear,113360
11153,S955,Chair,2,2024-04-14,33433,672,India,Furniture,Office,66866
11154,S306,TV,2,2024-04-26,42179,904,India,Electronics,Entertainment,84358
11155,S578,Headphones,4,2024-03-29,45733,714,UK,Electronics,Accessories,182932
11156,S207,DiningChair,4,2024-01-21,21736,565,India,Furniture,Dining,86944
11157,S577,Mouse,2,2024-01-30,45630,738,USA,Electronics,Accessories,91260
11158,S288,Sandals,4,2024-02-21,13655,945,India,Clothing,Footwear,54620
11159,S217,Laptop,3,2024-03-12,2167,245,UK,Electronics,Computers,6501
11160,S144,Headphones,5,2024-02-16,50369,130,USA,Electronics,Accessories,251845
11161,S836,Jacket,2,2024-02-03,58224,278,UK,Clothing,Outerwear,116448
11162,S963,Chair,2,2024-01-23,1608,368,India,Furniture,Office,3216
11163,S315,Trousers,1,2024-04-29,22376,412,Germany,Clothing,Bottoms,22376
11164,S738,Coat,2,2024-04-12,34732,544,India,Clothing,Outerwear,69464
11165,S487,Jeans,2,2024-03-09,12762,811,UK,Clothing,Bottoms,25524
11166,S701,Microwave,1,2024-03-19,50209,293,Canada,Electronics,Appliances,50209
11167,S914,Keyboard,2,2024-03-21,3690,386,USA,Electronics,Accessories,7380
11168,S909,Bed,1,2024-03-01,51623,779,Canada,Furniture,Bedroom,51623
11169,S631,Trousers,5,2024-03-04,24727,575,USA,Clothing,Bottoms,123635
11170,S695,Speaker,4,2024-02-04,31248,510,Canada,Electronics,Entertainment,124992
11171,S562,Sofa,2,2024-01-26,58847,983,USA,Furniture,LivingRoom,117694
11172,S685,Keyboard,4,2024-02-18,58442,260,UK,Electronics,Accessories,233768
11173,S631,Laptop,1,2024-02-26,19536,460,USA,Electronics,Computers,19536
11174,S536,CoffeeTable,5,2024-02-13,40906,561,Germany,Furniture,LivingRoom,204530
11175,S491,Refrigerator,4,2024-02-04,20976,125,USA,Electronics,Appliances,83904
11176,S184,Keyboard,1,2024-04-25,23733,401,Canada,Electronics,Accessories,23733
11177,S173,CoffeeTable,2,2024-01-16,6649,468,India,Furniture,LivingRoom,13298
11178,S356,Desk,2,2024-02-12,44443,409,UK,Furniture,Office,88886
11179,S388,Trousers,1,2024-02-08,50667,942,UK,Clothing,Bottoms,50667
11180,S879,Microwave,4,2024-03-06,43066,252,Germany,Electronics,Appliances,172264
11181,S701,Jeans,4,2024-03-07,15517,904,Canada,Clothing,Bottoms,62068
11182,S292,Refrigerator,1,2024-04-18,20717,539,Germany,Electronics,Appliances,20717
11183,S242,Sandals,5,2024-02-17,2172,691,USA,Clothing,Footwear,10860
11184,S529,Desktop,3,2024-01-29,22470,535,Germany,Electronics,Computers,67410
11185,S904,DiningChair,5,2024-03-13,1723,132,USA,Furniture,Dining,8615
11186,S165,Coat,4,2024-02-20,13582,647,Germany,Clothing,Outerwear,54328
11187,S754,Shoes,3,2024-02-27,37523,411,India,Clothing,Footwear,112569
11188,S946,Hoodie,5,2024-01-05,11841,805,Canada,Clothing,Tops,59205
11189,S495,Laptop,2,2024-04-26,4754,390,USA,Electronics,Computers,9508
11190,S630,Jacket,4,2024-02-17,3965,111,USA,Clothing,Outerwear,15860
11191,S649,Refrigerator,2,2024-01-17,7457,528,Germany,Electronics,Appliances,14914
11192,S310,CoffeeTable,2,2024-04-21,8715,417,Germany,Furniture,LivingRoom,17430
11193,S417,Bed,5,2024-04-30,37889,701,USA,Furniture,Bedroom,189445
11194,S556,Wardrobe,2,2024-01-19,687,165,Germany,Furniture,Bedroom,1374
11195,S571,Desk,5,2024-03-03,57821,573,Canada,Furniture,Office,289105
11196,S962,Shirt,4,2024-03-30,22926,828,UK,Clothing,Tops,91704
11197,S732,Keyboard,2,2024-04-25,11968,850,Germany,Electronics,Accessories,23936
11198,S815,Microwave,5,2024-02-20,6460,144,USA,Electronics,Appliances,32300
11199,S839,Coat,1,2024-04-02,45947,322,Germany,Clothing,Outerwear,45947
11200,S616,Desktop,1,2024-01-14,49705,884,UK,Electronics,Computers,49705
11201,S145,Microwave,3,2024-03-05,13790,573,India,Electronics,Appliances,41370
11202,S976,Sandals,3,2024-02-21,49087,299,Germany,Clothing,Footwear,147261
11203,S239,Shirt,1,2024-04-27,46671,434,Germany,Clothing,Tops,46671
11204,S348,Microwave,1,2024-03-25,36141,830,Germany,Electronics,Appliances,36141
11205,S118,Sandals,2,2024-04-17,11379,721,India,Clothing,Footwear,22758
11206,S272,Jacket,5,2024-02-20,48791,179,India,Clothing,Outerwear,243955
11207,S321,DiningTable,4,2024-01-23,23667,831,India,Furniture,Dining,94668
11208,S930,Desk,1,2024-03-22,55020,635,India,Furniture,Office,55020
11209,S149,Speaker,1,2024-01-01,39403,890,Germany,Electronics,Entertainment,39403
11210,S116,Trousers,2,2024-01-12,13306,531,India,Clothing,Bottoms,26612
11211,S198,Jacket,1,2024-04-22,14655,916,USA,Clothing,Outerwear,14655
11212,S935,Chair,4,2024-01-14,33787,434,UK,Furniture,Office,135148
11213,S538,Chair,5,2024-04-30,26090,223,USA,Furniture,Office,130450
11214,S511,Shirt,3,2024-01-02,11578,769,UK,Clothing,Tops,34734
11215,S773,Shoes,4,2024-01-09,14624,934,UK,Clothing,Footwear,58496
11216,S520,DiningTable,1,2024-01-28,58229,408,Canada,Furniture,Dining,58229
11217,S432,Laptop,3,2024-03-17,6409,746,Germany,Electronics,Computers,19227
11218,S804,Desk,2,2024-04-07,41838,425,Germany,Furniture,Office,83676
11219,S559,Jacket,5,2024-03-15,59975,491,Canada,Clothing,Outerwear,299875
11220,S877,Chair,2,2024-03-19,1590,227,UK,Furniture,Office,3180
11221,S240,Shoes,5,2024-01-08,5402,483,Germany,Clothing,Footwear,27010
11222,S138,Mouse,4,2024-03-23,13594,343,Canada,Electronics,Accessories,54376
11223,S905,TV,3,2024-03-23,21010,878,India,Electronics,Entertainment,63030
11224,S850,Wardrobe,1,2024-04-18,15208,439,UK,Furniture,Bedroom,15208
11225,S812,Jeans,2,2024-03-28,52723,836,USA,Clothing,Bottoms,105446
11226,S106,Wardrobe,2,2024-03-21,29190,166,Germany,Furniture,Bedroom,58380
11227,S193,Jeans,2,2024-01-17,13583,277,Canada,Clothing,Bottoms,27166
11228,S842,Chair,5,2024-02-24,5322,578,UK,Furniture,Office,26610
11229,S354,Jeans,4,2024-03-18,11762,410,UK,Clothing,Bottoms,47048
11230,S592,Bed,3,2024-04-10,56719,181,UK,Furniture,Bedroom,170157
11231,S617,Microwave,4,2024-02-24,29126,724,Germany,Electronics,Appliances,116504
11232,S185,Shoes,4,2024-04-19,28209,877,UK,Clothing,Footwear,112836
11233,S413,Chair,3,2024-02-29,25133,564,UK,Furniture,Office,75399
11234,S580,Microwave,3,2024-04-01,9155,300,USA,Electronics,Appliances,27465
11235,S483,T-shirt,5,2024-04-02,48065,603,Germany,Clothing,Tops,240325
11236,S756,Refrigerator,4,2024-02-09,32283,702,India,Electronics,Appliances,129132
11237,S298,Laptop,4,2024-01-21,37267,881,Germany,Electronics,Computers,149068
11238,S766,Speaker,3,2024-01-08,45842,494,Germany,Electronics,Entertainment,137526
11239,S932,Chair,4,2024-04-27,2461,470,India,Furniture,Office,9844
11240,S797,Desk,5,2024-04-30,30049,250,UK,Furniture,Office,150245
11241,S759,Jeans,1,2024-01-12,50726,828,Germany,Clothing,Bottoms,50726
11242,S537,Laptop,4,2024-04-16,11067,358,UK,Electronics,Computers,44268
11243,S845,Wardrobe,4,2024-04-22,49513,990,India,Furniture,Bedroom,198052
11244,S866,Jacket,3,2024-01-27,49268,507,UK,Clothing,Outerwear,147804
11245,S892,Trousers,1,2024-01-09,6548,813,Germany,Clothing,Bottoms,6548
11246,S483,Wardrobe,4,2024-01-23,11382,290,USA,Furniture,Bedroom,45528
11247,S680,Shoes,5,2024-02-27,7424,933,USA,Clothing,Footwear,37120
11248,S296,Jeans,2,2024-04-07,53230,365,Germany,Clothing,Bottoms,106460
11249,S486,Laptop,1,2024-01-11,19410,227,UK,Electronics,Computers,19410
11250,S596,Jacket,5,2024-03-02,15586,788,India,Clothing,Outerwear,77930
11251,S908,Shirt,1,2024-03-15,43802,142,India,Clothing,Tops,43802
11252,S372,Shirt,5,2024-04-07,34283,597,Germany,Clothing,Tops,171415
11253,S451,Refrigerator,3,2024-04-23,44886,422,USA,Electronics,Appliances,134658
11254,S994,Refrigerator,5,2024-02-15,3951,438,India,Electronics,Appliances,19755
11255,S225,Sandals,2,2024-03-18,1882,989,Canada,Clothing,Footwear,3764
11256,S774,Keyboard,4,2024-03-28,40724,990,Germany,Electronics,Accessories,162896
11257,S932,Bed,1,2024-04-30,42016,429,India,Furniture,Bedroom,42016
11258,S339,DiningTable,3,2024-02-26,44628,721,Germany,Furniture,Dining,133884
11259,S977,Desktop,4,2024-03-25,31403,816,India,Electronics,Computers,125612
11260,S246,Wardrobe,5,2024-04-01,12984,990,Canada,Furniture,Bedroom,64920
11261,S408,Sofa,4,2024-01-12,52420,952,Canada,Furniture,LivingRoom,209680
11262,S653,Keyboard,1,2024-03-25,31799,346,USA,Electronics,Accessories,31799
11263,S129,Jeans,1,2024-04-01,28701,264,UK,Clothing,Bottoms,28701
11264,S786,TV,3,2024-03-01,43842,226,USA,Electronics,Entertainment,131526
11265,S689,Bed,3,2024-01-29,57343,884,Canada,Furniture,Bedroom,172029
11266,S903,Coat,4,2024-03-23,43055,675,Germany,Clothing,Outerwear,172220
11267,S214,Trousers,1,2024-01-12,19269,191,UK,Clothing,Bottoms,19269
11268,S973,Chair,5,2024-01-17,24300,420,Germany,Furniture,Office,121500
11269,S294,CoffeeTable,1,2024-03-09,38870,967,Germany,Furniture,LivingRoom,38870
11270,S716,Speaker,2,2024-03-25,34262,704,USA,Electronics,Entertainment,68524
11271,S423,Shoes,5,2024-02-28,56060,248,UK,Clothing,Footwear,280300
11272,S249,Sandals,2,2024-02-06,39617,864,India,Clothing,Footwear,79234
11273,S380,DiningChair,5,2024-01-16,45328,968,Canada,Furniture,Dining,226640
11274,S160,Keyboard,3,2024-02-18,46346,929,UK,Electronics,Accessories,139038
11275,S283,Jeans,1,2024-04-09,56916,977,Germany,Clothing,Bottoms,56916
11276,S501,Wardrobe,2,2024-03-11,1613,445,Germany,Furniture,Bedroom,3226
11277,S640,Wardrobe,4,2024-01-10,25828,844,UK,Furniture,Bedroom,103312
11278,S234,Headphones,5,2024-01-13,26006,431,Canada,Electronics,Accessories,130030
11279,S552,Coat,2,2024-01-18,38024,812,Germany,Clothing,Outerwear,76048
11280,S300,Mouse,2,2024-04-05,52914,852,India,Electronics,Accessories,105828
11281,S961,Laptop,4,2024-03-27,28191,272,India,Electronics,Computers,112764
11282,S627,Coat,2,2024-01-16,3638,765,UK,Clothing,Outerwear,7276
11283,S221,Bed,4,2024-01-05,16256,346,Germany,Furniture,Bedroom,65024
11284,S914,TV,4,2024-03-29,51046,786,India,Electronics,Entertainment,204184
11285,S222,Refrigerator,4,2024-01-02,24272,219,India,Electronics,Appliances,97088
11286,S686,Shoes,1,2024-03-14,38659,591,UK,Clothing,Footwear,38659
11287,S819,Sofa,4,2024-03-23,31931,544,UK,Furniture,LivingRoom,127724
11288,S982,Chair,3,2024-04-01,4361,914,Canada,Furniture,Office,13083
11289,S649,Shoes,4,2024-04-14,36641,902,Canada,Clothing,Footwear,146564
11290,S220,Laptop,2,2024-04-24,43360,285,Canada,Electronics,Computers,86720
11291,S421,Chair,5,2024-04-12,29509,225,India,Furniture,Office,147545
11292,S971,Jeans,1,2024-02-02,37063,871,India,Clothing,Bottoms,37063
11293,S275,Hoodie,3,2024-03-10,24026,533,India,Clothing,Tops,72078
11294,S400,Jacket,5,2024-04-10,59485,774,Canada,Clothing,Outerwear,297425
11295,S635,Headphones,4,2024-02-10,45754,460,Canada,Electronics,Accessories,183016
11296,S292,Chair,1,2024-01-05,15738,245,UK,Furniture,Office,15738
11297,S231,Jeans,5,2024-02-05,23731,846,Canada,Clothing,Bottoms,118655
11298,S267,Desktop,3,2024-03-24,25220,509,Germany,Electronics,Computers,75660
11299,S172,Coat,2,2024-01-27,35321,744,UK,Clothing,Outerwear,70642
11300,S940,Desk,5,2024-03-23,43277,623,Canada,Furniture,Office,216385
11301,S488,Shoes,3,2024-02-25,51828,126,Canada,Clothing,Footwear,155484
11302,S800,Shirt,1,2024-01-15,35030,661,Germany,Clothing,Tops,35030
11303,S896,Jacket,3,2024-02-12,59788,379,USA,Clothing,Outerwear,179364
11304,S487,Jacket,1,2024-01-29,24917,207,India,Clothing,Outerwear,24917
11305,S817,Coat,1,2024-02-14,34865,685,UK,Clothing,Outerwear,34865
11306,S869,DiningTable,1,2024-02-10,11390,498,USA,Furniture,Dining,11390
11307,S109,Refrigerator,5,2024-02-03,8560,803,Canada,Electronics,Appliances,42800
11308,S853,Chair,2,2024-03-13,25025,373,India,Furniture,Office,50050
11309,S568,DiningTable,5,2024-03-31,27610,287,Germany,Furniture,Dining,138050
11310,S835,Refrigerator,3,2024-03-07,28234,933,USA,Electronics,Appliances,84702
11311,S965,Desktop,4,2024-02-10,50700,192,India,Electronics,Computers,202800
11312,S186,Jeans,2,2024-01-08,37903,861,UK,Clothing,Bottoms,75806
11313,S848,Bed,4,2024-03-06,44570,239,Germany,Furniture,Bedroom,178280
11314,S951,Desktop,1,2024-01-25,40588,863,India,Electronics,Computers,40588
11315,S943,Wardrobe,2,2024-03-25,48629,640,Canada,Furniture,Bedroom,97258
11316,S279,Shoes,5,2024-01-29,59431,176,UK,Clothing,Footwear,297155
11317,S274,Jacket,4,2024-02-18,32673,482,India,Clothing,Outerwear,130692
11318,S594,Headphones,1,2024-02-08,19209,400,UK,Electronics,Accessories,19209
11319,S412,Hoodie,5,2024-01-28,25996,758,Canada,Clothing,Tops,129980
11320,S730,Sandals,1,2024-01-01,23514,571,UK,Clothing,Footwear,23514
11321,S839,TV,1,2024-04-23,23119,290,Germany,Electronics,Entertainment,23119
11322,S186,Laptop,4,2024-01-26,32446,641,Canada,Electronics,Computers,129784
11323,S887,Shoes,4,2024-01-20,652,772,UK,Clothing,Footwear,2608
11324,S538,Sandals,3,2024-02-16,19813,286,Canada,Clothing,Footwear,59439
11325,S462,Desktop,4,2024-01-18,10805,865,Germany,Electronics,Computers,43220
11326,S141,Jacket,1,2024-02-06,12623,236,Germany,Clothing,Outerwear,12623
11327,S590,TV,2,2024-01-26,43860,781,UK,Electronics,Entertainment,87720
11328,S798,Sandals,5,2024-04-12,32677,831,USA,Clothing,Footwear,163385
11329,S911,Refrigerator,2,2024-01-14,7391,121,USA,Electronics,Appliances,14782
11330,S949,Jacket,2,2024-03-27,3610,450,Germany,Clothing,Outerwear,7220
11331,S597,CoffeeTable,4,2024-02-06,19170,184,Germany,Furniture,LivingRoom,76680
11332,S217,Jeans,2,2024-04-08,18624,984,UK,Clothing,Bottoms,37248
11333,S901,Desk,2,2024-03-31,31257,929,India,Furniture,Office,62514
11334,S252,Chair,5,2024-03-22,41416,334,India,Furniture,Office,207080
11335,S249,Shoes,3,2024-04-28,12794,536,India,Clothing,Footwear,38382
11336,S637,Chair,1,2024-02-22,25126,413,USA,Furniture,Office,25126
11337,S537,Coat,4,2024-03-06,4220,759,India,Clothing,Outerwear,16880
11338,S459,Desktop,3,2024-04-30,18586,828,Germany,Electronics,Computers,55758
11339,S153,Jacket,2,2024-01-01,2879,776,UK,Clothing,Outerwear,5758
11340,S203,Coat,3,2024-03-18,59738,541,USA,Clothing,Outerwear,179214
