State (India Ev Ice Adoption Large.Csv),Charging Stations (India Ev Ice Adoption Large.Csv),Ev Vehicle Registrations (India Ev Ice Adoption Large.Csv)
Tamil Nadu,243,15410
Tamil Nadu,413,12037
Tamil Nadu,532,16482
Tamil Nadu,661,16811
Tamil Nadu,634,7074
Tamil Nadu,329,26060
Tamil Nadu,779,28290
Tamil Nadu,293,13271
Tamil Nadu,383,4137
Tamil Nadu,1247,22505
Tamil Nadu,1000,12444
Tamil Nadu,316,23956
Tamil Nadu,721,33499
Tamil Nadu,594,7181
Tamil Nadu,774,3629
Tamil Nadu,849,5647
Tamil Nadu,617,9136
Tamil Nadu,666,13435
Tamil Nadu,27,8407
Tamil Nadu,41,23083
Tamil Nadu,346,18430
Tamil Nadu,437,8173
Tamil Nadu,484,16406
Tamil Nadu,370,8243
Tamil Nadu,549,0
Tamil Nadu,242,21801
Tamil Nadu,889,4770
Tamil Nadu,638,18134
Tamil Nadu,284,18264
Tamil Nadu,371,10704
Tamil Nadu,510,8063
Tamil Nadu,989,9297
Tamil Nadu,1084,0
Tamil Nadu,506,4499
Tamil Nadu,757,20169
Tamil Nadu,393,1999
Tamil Nadu,427,27523
Tamil Nadu,464,10393
Tamil Nadu,909,4533
Tamil Nadu,23,31697
Tamil Nadu,104,0
Tamil Nadu,549,16747
Tamil Nadu,300,8241
Tamil Nadu,413,31040
Tamil Nadu,583,8633
Telangana,416,6715
Telangana,335,21768
Telangana,554,26991
Telangana,453,14042
Telangana,792,10379
Telangana,578,26233
Telangana,733,545
Telangana,696,16079
Telangana,210,10022
Telangana,717,3685
Telangana,385,25868
Telangana,591,1391
Telangana,433,0
Telangana,665,24479
Telangana,774,25061
Telangana,291,7070
Telangana,1156,5197
Telangana,175,3909
Telangana,536,9264
Telangana,770,452
Telangana,406,1529
Telangana,197,11268
Telangana,25,33903
Telangana,339,9288
Telangana,234,12499
Telangana,431,18278
Telangana,21,5628
Telangana,114,13576
Telangana,655,5313
Telangana,511,0
Telangana,685,20019
Telangana,908,11516
Telangana,318,37236
Telangana,763,1806
Telangana,480,4446
Telangana,290,0
Telangana,447,7187
Telangana,17,1910
Telangana,231,20328
Telangana,291,0
Telangana,747,14263
Telangana,1383,1778
Telangana,156,11660
Telangana,554,16976
Telangana,1146,30475
Telangana,500,20507
Telangana,796,14606
Telangana,141,23146
Telangana,387,24503
Telangana,124,31563
Telangana,832,22235
Telangana,584,7708
Telangana,516,165
Telangana,551,0
Telangana,191,6630
Uttar Pradesh,992,14942
Uttar Pradesh,671,25101
Uttar Pradesh,306,27007
Uttar Pradesh,300,8328
Uttar Pradesh,200,4697
Uttar Pradesh,316,13650
Uttar Pradesh,634,42837
Uttar Pradesh,280,18296
Uttar Pradesh,913,15227
Uttar Pradesh,613,2710
Uttar Pradesh,214,15183
Uttar Pradesh,1020,22863
Uttar Pradesh,768,0
Uttar Pradesh,289,0
Uttar Pradesh,649,0
Uttar Pradesh,323,26864
Uttar Pradesh,514,974
Uttar Pradesh,1264,1953
Uttar Pradesh,529,7545
Uttar Pradesh,384,5133
Uttar Pradesh,14,21206
Uttar Pradesh,289,21343
Uttar Pradesh,675,18476
Uttar Pradesh,759,2648
Uttar Pradesh,375,14977
Uttar Pradesh,519,17909
Uttar Pradesh,302,1655
Uttar Pradesh,580,8391
Uttar Pradesh,330,1365
Uttar Pradesh,398,7511
Uttar Pradesh,899,19075
Uttar Pradesh,881,10732
Uttar Pradesh,442,3078
Uttar Pradesh,486,9421
Uttar Pradesh,1504,14083
Uttar Pradesh,397,5596
Uttar Pradesh,472,8472
West Bengal,238,11828
West Bengal,124,20134
West Bengal,522,11305
West Bengal,283,9425
West Bengal,1002,22917
West Bengal,283,17472
West Bengal,728,16563
West Bengal,642,10834
West Bengal,349,6947
West Bengal,1184,37054
West Bengal,425,0
West Bengal,508,5420
West Bengal,926,19490
West Bengal,827,9455
West Bengal,392,3468
West Bengal,889,462
West Bengal,837,19332
West Bengal,407,8734
West Bengal,271,18036
West Bengal,310,18507
West Bengal,693,19533
West Bengal,786,17548
West Bengal,335,17190
West Bengal,402,34480
West Bengal,690,19217
West Bengal,745,16217
West Bengal,388,243
West Bengal,668,15423
West Bengal,865,0
West Bengal,1044,6730
West Bengal,201,0
West Bengal,120,15918
West Bengal,748,10981
West Bengal,270,11375
West Bengal,382,9486
West Bengal,600,14716
West Bengal,839,259
West Bengal,544,8715
West Bengal,561,24464
West Bengal,342,10109
West Bengal,84,19416
West Bengal,289,14713
West Bengal,582,6608
West Bengal,589,13084
Assam,701,7933
Assam,63,11181
Assam,291,18513
Assam,543,5096
Assam,957,51157
Assam,13,7853
Assam,518,8352
Assam,112,2318
Assam,777,5167
Assam,664,8184
Assam,310,13248
Assam,409,2993
Assam,620,23380
Assam,1067,9391
Assam,402,2338
Assam,11,3223
Assam,515,1118
Assam,410,15306
Assam,419,12447
Assam,607,14400
Assam,217,13083
Assam,1158,1832
Assam,1170,32420
Assam,843,3554
Assam,248,24702
Assam,303,3371
Assam,519,22938
Assam,765,10168
Assam,512,10398
Assam,147,17080
Assam,445,5307
Assam,689,6246
Assam,463,7091
Assam,763,5979
Assam,339,9466
Assam,1109,17198
Assam,511,23708
Assam,648,5480
Assam,379,1892
Assam,566,38370
Assam,266,7502
Assam,334,39923
Assam,431,8322
Bihar,600,15081
Bihar,292,8093
Bihar,538,15977
Bihar,588,16865
Bihar,927,0
Bihar,534,7874
Bihar,279,9615
Bihar,942,14333
Bihar,376,17925
Bihar,426,4140
Bihar,558,142
Bihar,635,23147
Bihar,445,18876
Bihar,644,16194
Bihar,498,16356
Bihar,235,0
Bihar,661,13920
Bihar,365,8783
Bihar,727,10098
Bihar,881,7214
Bihar,324,27996
Bihar,971,14834
Bihar,717,2052
Bihar,360,5134
Bihar,450,1788
Bihar,1071,13992
Bihar,358,12625
Bihar,903,12722
Bihar,361,12010
Bihar,10,2842
Bihar,271,910
Bihar,602,6938
Bihar,429,8020
Bihar,808,16947
Bihar,586,20288
Bihar,843,30890
Bihar,380,37940
Bihar,639,3300
Bihar,927,5695
Bihar,525,15576
Bihar,176,28995
Bihar,423,38303
Bihar,412,12447
Bihar,495,1974
Bihar,237,22032
Bihar,565,13616
Bihar,173,12165
Bihar,185,10528
Bihar,418,3527
Bihar,227,0
Bihar,652,6161
Bihar,704,5943
Bihar,140,24833
Bihar,376,12576
Bihar,728,759
Bihar,559,10640
Chhattisgarh,505,5685
Chhattisgarh,589,4383
Chhattisgarh,705,18306
Chhattisgarh,803,10126
Chhattisgarh,204,0
Chhattisgarh,500,11858
Chhattisgarh,511,3102
Chhattisgarh,767,8735
Chhattisgarh,643,5435
Chhattisgarh,605,8723
Chhattisgarh,479,7840
Chhattisgarh,277,29346
Chhattisgarh,705,11623
Chhattisgarh,345,12908
Chhattisgarh,308,16032
Chhattisgarh,552,11983
Chhattisgarh,593,9764
Chhattisgarh,370,8476
Chhattisgarh,92,0
Chhattisgarh,417,11944
Chhattisgarh,556,7922
Chhattisgarh,668,12706
Chhattisgarh,205,0
Chhattisgarh,571,0
Chhattisgarh,182,44614
Chhattisgarh,323,32842
Chhattisgarh,385,17857
Chhattisgarh,406,0
Chhattisgarh,474,20980
Chhattisgarh,444,0
Chhattisgarh,1054,6368
Chhattisgarh,469,6405
Chhattisgarh,285,10312
Chhattisgarh,303,19818
Chhattisgarh,48,25406
Chhattisgarh,230,6330
Chhattisgarh,837,7186
Chhattisgarh,36,13523
Chhattisgarh,716,3865
Chhattisgarh,210,5789
Chhattisgarh,59,16315
Chhattisgarh,630,8477
Chhattisgarh,375,2443
Chhattisgarh,356,28680
Chhattisgarh,10,11072
Chhattisgarh,725,10734
Chhattisgarh,113,27792
Chhattisgarh,305,12060
Chhattisgarh,516,1661
Chhattisgarh,326,8734
Chhattisgarh,697,31661
Chhattisgarh,973,40485
Chhattisgarh,369,17005
Chhattisgarh,390,20786
Chhattisgarh,393,29485
Chhattisgarh,815,21239
Chhattisgarh,64,0
Delhi,677,0
Delhi,530,23369
Delhi,574,66234
Delhi,432,9765
Delhi,237,9895
Delhi,633,33281
Delhi,403,24702
Delhi,45,0
Delhi,384,11369
Delhi,399,13515
Delhi,434,1285
Delhi,735,10031
Delhi,271,21058
Delhi,593,34362
Delhi,522,34767
Delhi,582,2603
Delhi,443,8820
Delhi,356,2026
Delhi,956,5803
Delhi,367,12013
Delhi,294,21953
Delhi,342,2433
Delhi,119,19906
Delhi,229,4150
Delhi,633,15416
Delhi,130,17576
Delhi,394,3905
Delhi,553,3051
Delhi,561,12250
Delhi,268,3933
Delhi,342,16036
Delhi,36,8718
Delhi,696,20601
Delhi,45,20551
Delhi,281,19179
Delhi,334,6297
Delhi,196,14837
Delhi,357,10704
Delhi,101,11991
Delhi,545,0
Delhi,700,26675
Delhi,1134,2467
Delhi,675,0
Delhi,709,15267
Delhi,695,17593
Delhi,1239,9809
Delhi,88,11269
Gujarat,670,0
Gujarat,226,20348
Gujarat,679,17867
Gujarat,60,38308
Gujarat,380,22600
Gujarat,283,23234
Gujarat,27,10903
Gujarat,529,5833
Gujarat,226,6742
Gujarat,483,14939
Gujarat,770,8305
Gujarat,290,3268
Gujarat,518,7756
Gujarat,275,0
Gujarat,485,29519
Gujarat,256,777
Gujarat,743,12827
Gujarat,515,350
Gujarat,246,25552
Gujarat,18,13011
Gujarat,464,15267
Gujarat,169,4724
Gujarat,241,3309
Gujarat,272,35874
Gujarat,166,1698
Gujarat,1192,0
Gujarat,269,11496
Gujarat,869,16467
Gujarat,414,15784
Gujarat,874,18847
Gujarat,567,3827
Gujarat,725,8984
Gujarat,455,11968
Gujarat,1002,6127
Gujarat,190,24804
Gujarat,381,24211
Gujarat,437,5263
Gujarat,1072,6812
Gujarat,94,18928
Gujarat,131,7960
Gujarat,702,21610
Gujarat,871,0
Gujarat,855,0
Gujarat,387,15004
Gujarat,794,15394
Gujarat,989,9950
Haryana,628,10755
Haryana,909,15251
Haryana,278,14848
Haryana,717,3205
Haryana,1034,14872
Haryana,258,5360
Haryana,466,493
Haryana,125,12608
Haryana,27,7369
Haryana,29,18914
Haryana,608,10447
Haryana,624,0
Haryana,610,14469
Haryana,641,28059
Haryana,170,6527
Haryana,321,16470
Haryana,830,24637
Haryana,751,13748
Haryana,55,13080
Haryana,888,20315
Haryana,602,3311
Haryana,811,10180
Haryana,1027,1832
Haryana,718,5138
Haryana,702,19665
Haryana,157,15516
Haryana,225,14817
Haryana,536,7116
Haryana,269,12052
Haryana,607,0
Haryana,76,18171
Haryana,68,5536
Haryana,560,49500
Haryana,862,1367
Haryana,208,11136
Haryana,240,6194
Haryana,552,6860
Haryana,338,19068
Haryana,260,12238
Haryana,454,13477
Haryana,267,11474
Haryana,482,5606
Haryana,631,0
Haryana,367,10261
Haryana,648,3837
Haryana,827,10736
Haryana,712,20198
Haryana,835,2156
Haryana,219,39766
Haryana,424,10814
Haryana,271,19075
Haryana,443,7819
Haryana,289,13288
Haryana,636,18320
Haryana,874,27198
Haryana,555,9359
Haryana,286,22150
Haryana,370,11675
Haryana,279,11557
Haryana,347,5353
Jharkhand,44,15657
Jharkhand,459,12287
Jharkhand,1052,18733
Jharkhand,803,11547
Jharkhand,367,11066
Jharkhand,908,28004
Jharkhand,411,7831
Jharkhand,351,16371
Jharkhand,41,1201
Jharkhand,831,14993
Jharkhand,186,3632
Jharkhand,99,27589
Jharkhand,623,22581
Jharkhand,915,8098
Jharkhand,547,14433
Jharkhand,528,1187
Jharkhand,632,5353
Jharkhand,113,19299
Jharkhand,166,23191
Jharkhand,696,7938
Jharkhand,357,15340
Jharkhand,221,2673
Jharkhand,194,11159
Jharkhand,693,28172
Jharkhand,46,15849
Jharkhand,628,25828
Jharkhand,806,10143
Jharkhand,45,4812
Jharkhand,244,25196
Jharkhand,710,3922
Jharkhand,556,11788
Jharkhand,694,710
Jharkhand,137,10039
Jharkhand,38,11267
Jharkhand,195,4974
Jharkhand,647,6154
Jharkhand,368,7065
Jharkhand,1115,13179
Jharkhand,819,23788
Jharkhand,317,20560
Jharkhand,380,15421
Jharkhand,321,2516
Jharkhand,1436,1039
Jharkhand,1276,7843
Jharkhand,159,7285
Jharkhand,573,4865
Jharkhand,640,6122
Jharkhand,10,11538
Jharkhand,47,15897
Jharkhand,905,18885
Karnataka,836,8656
Karnataka,274,6575
Karnataka,603,1799
Karnataka,127,1658
Karnataka,685,15853
Karnataka,228,12441
Karnataka,385,535
Karnataka,922,6186
Karnataka,218,14485
Karnataka,408,26557
Karnataka,71,16767
Karnataka,795,13327
Karnataka,835,0
Karnataka,144,6037
Karnataka,130,32120
Karnataka,629,19688
Karnataka,10,22077
Karnataka,434,10720
Karnataka,666,10461
Karnataka,724,17557
Karnataka,430,11118
Karnataka,722,0
Karnataka,108,18515
Karnataka,614,30205
Karnataka,204,17057
Karnataka,239,50682
Karnataka,768,12321
Karnataka,455,18036
Karnataka,239,23225
Karnataka,751,24985
Karnataka,687,876
Karnataka,329,7416
Karnataka,465,29315
Karnataka,699,19861
Karnataka,376,1206
Karnataka,553,14056
Karnataka,336,4052
Karnataka,950,1213
Karnataka,178,7201
Karnataka,318,10125
Karnataka,872,8082
Karnataka,432,1272
Karnataka,570,23143
Kerala,800,26391
Kerala,173,13953
Kerala,447,320
Kerala,1101,3605
Kerala,327,23845
Kerala,536,8167
Kerala,327,4043
Kerala,487,1119
Kerala,317,10259
Kerala,622,706
Kerala,997,968
Kerala,244,5586
Kerala,215,10484
Kerala,654,16859
Kerala,755,6737
Kerala,306,8997
Kerala,498,9233
Kerala,798,24882
Kerala,1093,6155
Kerala,863,8482
Kerala,901,21163
Kerala,175,16442
Kerala,289,11498
Kerala,565,16351
Kerala,607,5821
Kerala,1394,15599
Kerala,309,7806
Kerala,40,5178
Kerala,357,8981
Kerala,342,8802
Kerala,744,15039
Kerala,719,8667
Kerala,458,30193
Kerala,729,13927
Kerala,1014,6734
Kerala,328,0
Kerala,63,3353
Kerala,645,8881
Kerala,831,28750
Kerala,284,23363
Kerala,287,19632
Kerala,69,13976
Kerala,952,11016
Kerala,866,7316
Kerala,513,22368
Kerala,386,30356
Kerala,888,4259
Madhya Pradesh,292,5753
Madhya Pradesh,860,2387
Madhya Pradesh,149,7794
Madhya Pradesh,142,6875
Madhya Pradesh,427,0
Madhya Pradesh,147,10252
Madhya Pradesh,962,19076
Madhya Pradesh,830,3537
Madhya Pradesh,705,9002
Madhya Pradesh,896,3220
Madhya Pradesh,1026,16193
Madhya Pradesh,566,14173
Madhya Pradesh,624,11670
Madhya Pradesh,641,2150
Madhya Pradesh,82,13785
Madhya Pradesh,697,10600
Madhya Pradesh,14,20517
Madhya Pradesh,552,237
Madhya Pradesh,278,1335
Madhya Pradesh,480,15115
Madhya Pradesh,926,23735
Madhya Pradesh,335,8054
Madhya Pradesh,391,0
Madhya Pradesh,206,11108
Madhya Pradesh,516,33825
Madhya Pradesh,766,34114
Madhya Pradesh,489,19723
Madhya Pradesh,422,6437
Madhya Pradesh,655,27948
Madhya Pradesh,47,9430
Madhya Pradesh,52,26477
Madhya Pradesh,581,16894
Madhya Pradesh,140,18716
Madhya Pradesh,55,12766
Madhya Pradesh,620,20271
Madhya Pradesh,556,8978
Madhya Pradesh,855,0
Madhya Pradesh,80,154
Madhya Pradesh,17,4846
Madhya Pradesh,304,2897
Madhya Pradesh,443,7724
Madhya Pradesh,463,14972
Maharashtra,647,17628
Maharashtra,426,5313
Maharashtra,820,31445
Maharashtra,498,8980
Maharashtra,525,18742
Maharashtra,497,13852
Maharashtra,554,12396
Maharashtra,719,4438
Maharashtra,550,9264
Maharashtra,700,4318
Maharashtra,158,19055
Maharashtra,191,4934
Maharashtra,559,14768
Maharashtra,327,2651
Maharashtra,145,11380
Maharashtra,724,15346
Maharashtra,329,3376
Maharashtra,439,6061
Maharashtra,477,6575
Maharashtra,262,13346
Maharashtra,939,18620
Maharashtra,132,7538
Maharashtra,405,31167
Maharashtra,913,4098
Maharashtra,681,8784
Maharashtra,995,5971
Maharashtra,813,7559
Maharashtra,245,24179
Maharashtra,51,28400
Maharashtra,788,15273
Maharashtra,829,1032
Maharashtra,451,12518
Maharashtra,189,4775
Maharashtra,67,10130
Maharashtra,88,6542
Maharashtra,181,23378
Maharashtra,359,12417
Maharashtra,431,2315
Maharashtra,436,46742
Maharashtra,271,2004
Maharashtra,354,6601
Maharashtra,324,1613
Maharashtra,163,13756
Maharashtra,1094,18609
Maharashtra,1146,11292
Maharashtra,800,18770
Maharashtra,473,26271
Odisha,599,1687
Odisha,563,6980
Odisha,278,16381
Odisha,137,20364
Odisha,632,31960
Odisha,58,27940
Odisha,117,11705
Odisha,585,20328
Odisha,629,11677
Odisha,550,22316
Odisha,589,4240
Odisha,307,15912
Odisha,206,11259
Odisha,665,33914
Odisha,379,13271
Odisha,160,18601
Odisha,1167,33106
Odisha,812,9020
Odisha,123,0
Odisha,432,29525
Odisha,485,8117
Odisha,408,0
Odisha,504,19828
Odisha,147,11788
Odisha,727,14728
Odisha,588,742
Odisha,829,17179
Odisha,844,6690
Odisha,419,8883
Odisha,877,4047
Odisha,193,9174
Odisha,569,4501
Odisha,85,27764
Odisha,285,21267
Odisha,293,10513
Odisha,678,18395
Odisha,181,11604
Odisha,628,6410
Odisha,780,6566
Odisha,47,9491
Odisha,400,22607
Odisha,535,10073
Odisha,565,7828
Odisha,643,28410
Odisha,687,11402
Odisha,210,4847
Odisha,388,7610
Odisha,680,22357
Punjab,719,4689
Punjab,1078,0
Punjab,1044,28384
Punjab,653,8963
Punjab,604,23251
Punjab,240,6076
Punjab,1058,16014
Punjab,205,2825
Punjab,495,16981
Punjab,485,9744
Punjab,606,321
Punjab,262,7291
Punjab,437,14267
Punjab,610,15705
Punjab,53,22755
Punjab,420,14762
Punjab,644,17876
Punjab,737,5438
Punjab,1028,0
Punjab,1337,2055
Punjab,748,11401
Punjab,862,28570
Punjab,272,6973
Punjab,880,31077
Punjab,299,10536
Punjab,518,11253
Punjab,1053,14111
Punjab,653,2253
Punjab,312,7973
Punjab,328,8128
Punjab,506,16805
Punjab,1004,13219
Punjab,273,6162
Punjab,127,7737
Punjab,24,32507
Punjab,148,15578
Punjab,378,4033
Punjab,714,36213
Punjab,747,13133
Punjab,628,12147
Punjab,741,9597
Punjab,113,5855
Rajasthan,445,2643
Rajasthan,39,15150
Rajasthan,568,17977
Rajasthan,679,20827
Rajasthan,969,11967
Rajasthan,403,16031
Rajasthan,756,0
Rajasthan,13,20720
Rajasthan,457,24769
Rajasthan,776,3701
Rajasthan,163,14497
Rajasthan,300,4557
Rajasthan,69,15697
Rajasthan,191,2047
Rajasthan,411,10436
Rajasthan,705,11775
Rajasthan,593,24087
Rajasthan,394,23559
Rajasthan,644,12544
Rajasthan,295,30562
Rajasthan,178,5603
Rajasthan,196,5559
Rajasthan,220,10255
Rajasthan,523,15048
Rajasthan,617,0
Rajasthan,543,9665
Rajasthan,147,13521
Rajasthan,289,15368
Rajasthan,146,9531
Rajasthan,688,25390
Rajasthan,164,3328
Rajasthan,838,16112
Rajasthan,116,6131
Rajasthan,511,28566
Rajasthan,520,0
Rajasthan,412,17384
Rajasthan,179,28745
Rajasthan,491,3920
Rajasthan,853,7502
Rajasthan,226,2535
Tamil Nadu,750,44352
Tamil Nadu,375,14953
Tamil Nadu,472,11405
Tamil Nadu,526,9055
Tamil Nadu,1038,1817
Tamil Nadu,669,5271
Tamil Nadu,624,753
Tamil Nadu,1055,13106
Tamil Nadu,652,26528
Tamil Nadu,678,11137
Tamil Nadu,446,25640
Tamil Nadu,455,0
Tamil Nadu,524,21635
Tamil Nadu,567,32427
Tamil Nadu,867,12095
Tamil Nadu,397,8753
Tamil Nadu,314,10515
Tamil Nadu,419,382
Tamil Nadu,536,6860
Tamil Nadu,856,22546
Tamil Nadu,984,20655
Tamil Nadu,321,7350
Tamil Nadu,1200,9780
Tamil Nadu,431,3872
Tamil Nadu,520,21626
Tamil Nadu,811,19629
Tamil Nadu,498,11065
Tamil Nadu,428,7903
Tamil Nadu,524,20016
Tamil Nadu,588,6891
Tamil Nadu,755,2572
Tamil Nadu,45,0
Tamil Nadu,232,2894
Tamil Nadu,337,24556
Tamil Nadu,611,0
Tamil Nadu,483,4813
Tamil Nadu,10,0
Tamil Nadu,1217,21304
Tamil Nadu,114,9710
Tamil Nadu,591,13819
Tamil Nadu,1354,16157
Tamil Nadu,714,14732
Tamil Nadu,262,29381
Tamil Nadu,418,7700
Tamil Nadu,549,7882
Tamil Nadu,895,7065
Tamil Nadu,624,4464
Tamil Nadu,271,20733
Tamil Nadu,137,9003
Tamil Nadu,424,7870
Tamil Nadu,862,0
Tamil Nadu,436,6529
Tamil Nadu,894,6099
Tamil Nadu,415,4344
Telangana,812,17753
Telangana,278,16960
Telangana,1029,19436
Telangana,670,5347
Telangana,802,8022
Telangana,565,51678
Telangana,427,10674
Telangana,853,12024
Telangana,448,0
Telangana,440,7273
Telangana,81,21726
Telangana,181,15596
Telangana,785,3136
Telangana,64,12214
Telangana,934,17560
Telangana,353,0
Telangana,645,21181
Telangana,923,4440
Telangana,588,6537
Telangana,697,12058
Telangana,24,3960
Telangana,937,5231
Telangana,529,8983
Telangana,486,2943
Telangana,579,6739
Telangana,1037,2850
Telangana,544,37930
Telangana,600,9083
Telangana,641,11232
Telangana,53,9673
Telangana,453,4219
Telangana,686,19704
Telangana,1073,10323
Telangana,405,11376
Telangana,495,807
Telangana,51,7438
Telangana,894,7481
Telangana,975,9980
Telangana,251,798
Telangana,876,9170
Telangana,786,7492
Telangana,493,19879
Telangana,385,10974
Telangana,574,14733
Telangana,758,3948
Telangana,871,12922
Telangana,1001,31649
Telangana,856,11722
Telangana,689,0
Telangana,488,5315
Telangana,588,10524
Uttar Pradesh,201,17432
Uttar Pradesh,868,15156
Uttar Pradesh,1011,6255
Uttar Pradesh,350,3452
Uttar Pradesh,447,16888
Uttar Pradesh,667,7503
Uttar Pradesh,687,15566
Uttar Pradesh,25,551
Uttar Pradesh,563,31377
Uttar Pradesh,561,0
Uttar Pradesh,416,6395
Uttar Pradesh,390,15147
Uttar Pradesh,752,12268
Uttar Pradesh,872,11963
Uttar Pradesh,177,28089
Uttar Pradesh,882,8057
Uttar Pradesh,77,17921
Uttar Pradesh,17,10713
Uttar Pradesh,225,17159
Uttar Pradesh,122,5538
Uttar Pradesh,1212,12709
Uttar Pradesh,545,15965
Uttar Pradesh,251,16973
Uttar Pradesh,711,10239
Uttar Pradesh,184,6551
Uttar Pradesh,413,18813
Uttar Pradesh,17,35574
Uttar Pradesh,22,14526
Uttar Pradesh,734,13198
Uttar Pradesh,368,24517
Uttar Pradesh,598,13423
Uttar Pradesh,673,4381
Uttar Pradesh,643,12393
Uttar Pradesh,408,4190
Uttar Pradesh,879,14269
Uttar Pradesh,300,18428
Uttar Pradesh,613,0
Uttar Pradesh,664,353
Uttar Pradesh,93,22804
Uttar Pradesh,690,20622
Uttar Pradesh,241,23459
Uttar Pradesh,262,8087
Uttar Pradesh,140,16260
Uttar Pradesh,156,16533
Uttar Pradesh,537,1446
Uttar Pradesh,495,4259
Uttar Pradesh,297,5498
Uttar Pradesh,797,10093
Uttar Pradesh,556,29202
Uttar Pradesh,450,12198
Uttar Pradesh,60,12605
Uttar Pradesh,471,6526
Uttar Pradesh,246,3785
Uttar Pradesh,188,3981
Uttar Pradesh,621,6887
Uttar Pradesh,372,1499
Uttar Pradesh,341,9115
Uttar Pradesh,140,27415
Uttar Pradesh,699,34144
West Bengal,812,12124
West Bengal,578,1184
West Bengal,718,18992
West Bengal,630,30514
West Bengal,506,11791
West Bengal,277,4058
West Bengal,562,2524
West Bengal,271,8505
West Bengal,99,7397
West Bengal,103,5101
West Bengal,308,12776
West Bengal,408,11233
West Bengal,354,2909
West Bengal,478,19938
West Bengal,741,3260
West Bengal,341,25509
West Bengal,527,16979
West Bengal,573,7240
West Bengal,982,15794
West Bengal,484,0
West Bengal,675,14881
West Bengal,146,7070
West Bengal,691,10072
West Bengal,178,30193
West Bengal,298,19716
West Bengal,527,9711
West Bengal,1294,9318
West Bengal,390,32863
West Bengal,636,14275
West Bengal,146,4892
West Bengal,227,9049
West Bengal,121,27228
West Bengal,543,4556
West Bengal,523,9735
West Bengal,270,9816
West Bengal,392,11565
West Bengal,538,9974
West Bengal,760,2958
West Bengal,271,11833
West Bengal,565,6417
West Bengal,456,19376
West Bengal,953,12469
West Bengal,257,2565
West Bengal,1082,17363
West Bengal,783,2374
Assam,143,15974
Assam,566,16747
Assam,698,0
Assam,507,24206
Assam,670,6079
Assam,1030,11501
Assam,788,7495
Assam,547,4752
Assam,506,10254
Assam,393,11941
Assam,674,13945
Assam,227,26689
Assam,298,8888
Assam,880,0
Assam,307,4623
Assam,916,7438
Assam,404,26025
Assam,993,6541
Assam,603,12813
Assam,62,16178
Assam,428,12376
Assam,938,24408
Assam,1156,0
Assam,279,17814
Assam,695,8757
Assam,29,802
Assam,221,9068
Assam,553,9075
Assam,499,7865
Bihar,255,11857
Bihar,758,15199
Bihar,873,9239
Bihar,515,15563
Bihar,139,8215
Bihar,474,16327
Bihar,560,17621
Bihar,542,17678
Bihar,666,12730
Bihar,345,2835
Bihar,828,22823
Bihar,843,29015
Bihar,944,16446
Bihar,66,30370
Bihar,165,22991
Bihar,884,11278
Bihar,643,16704
Bihar,610,14218
Bihar,665,15474
Bihar,318,27839
Bihar,628,18667
Bihar,735,4031
Bihar,65,8665
Bihar,387,10213
Bihar,233,33995
Bihar,345,16123
Bihar,1036,17013
Bihar,437,4629
Bihar,1346,9059
Bihar,615,0
Bihar,237,2581
Bihar,386,16312
Bihar,518,16467
Bihar,697,960
Bihar,681,7881
Bihar,258,13088
Bihar,503,3334
Bihar,204,16458
Bihar,786,3909
Bihar,165,6524
Bihar,493,20051
Bihar,768,25152
Bihar,406,11240
Bihar,474,5783
Bihar,382,9364
Bihar,450,11058
Bihar,231,3349
Bihar,426,4107
Bihar,670,24476
Bihar,436,11371
Chhattisgarh,302,7123
Chhattisgarh,517,0
Chhattisgarh,1001,1078
Chhattisgarh,298,29660
Chhattisgarh,56,3256
Chhattisgarh,221,0
Chhattisgarh,280,10206
Chhattisgarh,723,25327
Chhattisgarh,631,11661
Chhattisgarh,25,12984
Chhattisgarh,481,24494
Chhattisgarh,392,8200
Chhattisgarh,165,4522
Chhattisgarh,518,6966
Chhattisgarh,615,5483
Chhattisgarh,164,15997
Chhattisgarh,374,14875
Chhattisgarh,372,20146
Chhattisgarh,380,10766
Chhattisgarh,439,9110
Chhattisgarh,249,7346
Chhattisgarh,685,1212
Chhattisgarh,576,4429
Chhattisgarh,450,25258
Chhattisgarh,402,637
Chhattisgarh,573,4394
Chhattisgarh,460,10495
Chhattisgarh,264,6420
Chhattisgarh,463,13450
Chhattisgarh,440,24436
Chhattisgarh,10,4418
Chhattisgarh,426,19154
Chhattisgarh,1142,811
Chhattisgarh,748,17892
Chhattisgarh,842,6233
Chhattisgarh,400,10054
Chhattisgarh,238,12016
Chhattisgarh,327,40892
Chhattisgarh,117,12605
Chhattisgarh,555,10127
Chhattisgarh,705,22294
Chhattisgarh,555,16068
Delhi,620,11309
Delhi,826,13287
Delhi,851,15716
Delhi,1013,17515
Delhi,252,3739
Delhi,734,15278
Delhi,572,196
Delhi,682,6051
Delhi,446,0
Delhi,495,12670
Delhi,280,28396
Delhi,604,0
Delhi,696,21044
Delhi,604,28246
Delhi,882,15932
Delhi,326,20096
Delhi,291,13289
Delhi,602,20167
Delhi,151,0
Delhi,435,0
Delhi,460,5645
Delhi,563,9833
Delhi,516,14315
Delhi,385,7499
Delhi,988,22099
Delhi,493,9344
Delhi,731,4864
Delhi,170,30534
Delhi,946,7932
Delhi,12,46734
Delhi,517,6410
